text,label,language,source
"La empresa de ciberseguridad Kaspersky identificó que el 45% de estafas en WhatsApp en Latinoamérica usan cadenas virales con ofertas falsas de productos gratuitos. Estas campañas recolectan datos personales y bancarios de las víctimas, generando pérdidas millonarias anuales.",true,es,synthetic_es
"Durante las elecciones brasileñas de 2022, verificadores independientes documentaron más de 3,000 afirmaciones falsas virales en redes sociales. El Tribunal Superior Electoral ordenó la remoción de contenido engañoso que había alcanzado más de 100 millones de visualizaciones combinadas.",true,es,synthetic_es
Instagram implementó en 2023 herramientas de inteligencia artificial para detectar cuentas falsas que difunden desinformación en español. La plataforma reportó que estas cuentas automatizadas generaban el 38% del contenido viral engañoso en América Latina.,true,es,synthetic_es
"Un estudio de la Universidad de Buenos Aires determinó que las cadenas de WhatsApp con contenido emocional tienen 4.5 veces más probabilidad de ser reenviadas sin verificación. El fenómeno se intensifica con mensajes que apelan a miedo, indignación o sentido de urgencia.",true,es,synthetic_es
"YouTube removió en 2022 más de 850,000 videos en español por desinformación médica peligrosa. La mayoría promovía tratamientos falsos contra enfermedades crónicas o desalentaba vacunación infantil, acumulando millones de vistas antes de ser detectados por moderadores.",true,es,synthetic_es
"Telegram se convirtió entre 2020 y 2023 en la plataforma preferida para grupos que difunden teorías conspirativas en América Latina. Un mapeo de Digital Forensic Research Lab identificó más de 5,000 canales activos con audiencias combinadas superiores a 15 millones de usuarios.",true,es,synthetic_es
La Organización de Estados Americanos documentó que bots automatizados generaron el 22% de conversaciones políticas en Twitter durante elecciones latinoamericanas recientes. Estas cuentas falsas amplificaban narrativas específicas y atacaban candidatos mediante campañas coordinadas de desinformación.,true,es,synthetic_es
"Chequeado.com, plataforma argentina de verificación, documentó que el 89% de información viral sobre economía en redes sociales contiene al menos un dato impreciso o descontextualizado. Esto incluye afirmaciones sobre inflación, salarios y estadísticas gubernamentales compartidas masivamente sin fuentes.",true,es,synthetic_es
"Facebook Pay y servicios similares fueron usados en 2023 para estafas virales que prometían duplicar dinero en América Latina. Autoridades de México, Colombia y Chile reportaron más de 80,000 denuncias relacionadas con fraudes promocionados mediante publicaciones virales y mensajes directos.",true,es,synthetic_es
"Un experimento de la Universidad Nacional Autónoma de México demostró que el 67% de usuarios comparte titulares en redes sociales sin leer el artículo completo. Este comportamiento amplifica desinformación, ya que muchos titulares son deliberadamente engañosos para generar clics.",true,es,synthetic_es
"Twitter suspendió en 2021 más de 18,000 cuentas en América Latina vinculadas a granjas de trolls que difundían información falsa por encargo. Estas operaciones comerciales cobraban por crear tendencias artificiales y atacar reputaciones mediante campañas coordinadas de desinformación.",true,es,synthetic_es
"El Centro Knight para el Periodismo reportó que verificadores de hechos latinoamericanos desmienten en promedio 150 afirmaciones virales falsas semanalmente. Sin embargo, sus correcciones alcanzan apenas el 3% de la audiencia que vio el contenido original, según análisis de engagement.",true,es,synthetic_es
"Durante el terremoto de México en 2017, cadenas falsas de WhatsApp sobre réplicas inexistentes y listas fraudulentas de desaparecidos generaron pánico colectivo. Autoridades confirmaron que el 78% de alertas sísmicas compartidas en grupos durante esa semana contenían información inexacta.",true,es,synthetic_es
Snapchat implementó en 2023 verificaciones de fuentes para contenido noticioso después de que circularan videos manipulados sobre desastres naturales en Centroamérica. La plataforma confirmó que contenido falso sobre huracanes alcanzó 8 millones de visualizaciones antes de ser removido.,true,es,synthetic_es
"Un análisis forense digital de la Universidad de Chile reveló que imágenes recicladas de contextos anteriores representan el 41% de contenido visual engañoso viral. Fotografías de protestas, accidentes y desastres se reutilizan sistemáticamente con fechas y ubicaciones falsas.",true,es,synthetic_es
"LinkedIn eliminó en 2022 más de 15,000 perfiles falsos en América Latina que promovían esquemas piramidales disfrazados como oportunidades de inversión. Estos perfiles usaban testimonios fabricados y certificaciones falsas para atraer víctimas mediante publicaciones virales.",true,es,synthetic_es
"Investigadores de seguridad digital documentaron que el 52% de enlaces compartidos en grupos de WhatsApp latinoamericanos llevan a sitios con contenido engañoso o phishing. Estos enlaces se disfrazan como noticias urgentes, ofertas limitadas o alertas de seguridad para maximizar clics.",true,es,synthetic_es
Resulta que descubrieron que tomar agua caliente con limón en ayunas elimina completamente el virus del COVID-19 del cuerpo en menos de 48 horas. Varios médicos en Brasil lo confirmaron y dicen que es más efectivo que cualquier vacuna porque alcaliniza la sangre y el virus no puede sobrevivir en ese ambiente.,false,es,synthetic_es
Las vacunas contra el sarampión están causando un aumento de autismo en niños latinoamericanos según estudios recientes. La Organización Panamericana de la Salud lo está ocultando porque tiene contratos millonarios con las farmacéuticas que producen estas vacunas y no quieren perder ese dinero.,false,es,synthetic_es
Fíjate que el ibuprofeno daña permanentemente el hígado después de solo tres dosis consecutivas. Un amigo que es enfermero me contó que en los hospitales ya no lo usan pero no lo dicen públicamente porque las farmacéuticas presionan para seguir vendiendo millones de cajas al año.,false,es,synthetic_es
Científicos comprobaron que usar cubrebocas por más de dos horas diarias reduce el oxígeno en el cerebro y causa daño neurológico irreversible en personas mayores de 50 años. Por eso en varios países europeos ya prohibieron su uso prolongado en espacios cerrados para proteger la salud pública.,false,es,synthetic_es
La diabetes tipo 2 se cura definitivamente tomando té de hojas de guanábana tres veces al día durante un mes. Varios pacientes en Colombia dejaron la insulina completamente después de este tratamiento natural y sus médicos quedaron sorprendidos con los resultados en los análisis de sangre.,false,es,synthetic_es
"Oye, te cuento que las vacunas contra el COVID tienen un chip microscópico que el gobierno usa para rastrear tus movimientos y controlar tu comportamiento. Un técnico de laboratorio filtró documentos internos que muestran cómo estas nanopartículas se activan con las señales de las antenas 5G.",false,es,synthetic_es
El bicarbonato de sodio mezclado con vinagre de manzana elimina cualquier tipo de cáncer en estado temprano según investigaciones de universidades asiáticas. Los oncólogos no lo recomiendan porque perderían pacientes y las clínicas privadas dejarían de ganar fortunas con quimioterapias costosas.,false,es,synthetic_es
"Mira, resulta que los antibióticos comunes como la amoxicilina están modificados genéticamente para crear dependencia en los pacientes. Las farmacéuticas añaden componentes adictivos para que las personas necesiten tomarlos cada vez con mayor frecuencia y así aumentar las ventas exponencialmente año tras año.",false,es,synthetic_es
La hipertensión arterial se cura permanentemente consumiendo ajo crudo machacado con miel de abeja durante 21 días exactos. Médicos naturistas en México han documentado miles de casos de pacientes que normalizaron su presión sin necesidad de medicamentos farmacéuticos y sin efectos secundarios.,false,es,synthetic_es
Las vacunas infantiles obligatorias contienen mercurio en cantidades que superan los límites seguros recomendados por la OMS. Varios países nórdicos ya suspendieron estos programas de vacunación después de detectar metales pesados que se acumulan en el cerebro de los niños menores de cinco años.,false,es,synthetic_es
"Según dicen, tomar aspirina diariamente previene el 95% de los infartos pero los cardiólogos no lo recomiendan porque los hospitales perderían ingresos por cirugías cardíacas. Esta información está siendo censurada en las redes sociales por presión de las grandes corporaciones médicas internacionales.",false,es,synthetic_es
El asma se cura definitivamente inhalando vapor de eucalipto con sal marina todos los días durante tres meses consecutivos. Pacientes en Argentina y Chile han dejado completamente sus inhaladores después de este tratamiento natural que los neumólogos prefieren no mencionar por intereses económicos.,false,es,synthetic_es
Te cuento que las pruebas PCR para detectar COVID-19 están contaminadas con partículas del virus activo. Por eso tantas personas se enferman días después de hacerse el examen. Varios técnicos de laboratorio renunciaron cuando descubrieron esta práctica deliberada para mantener alta la tasa de contagios.,false,es,synthetic_es
La artritis reumatoide desaparece completamente tomando caldo de huesos de res orgánicos durante 40 días seguidos. Personas en comunidades rurales de Perú han revertido la enfermedad sin medicamentos antiinflamatorios costosos y los reumatólogos no pueden explicar científicamente estos resultados sorprendentes.,false,es,synthetic_es
Fíjate que los antidepresivos modernos alteran permanentemente la química cerebral y te hacen dependiente de por vida. Las farmacéuticas diseñan estos medicamentos específicamente para crear adicción porque un paciente que toma pastillas durante décadas genera ganancias millonarias para la industria farmacéutica.,false,es,synthetic_es
Descubrieron que el consumo regular de leche pasteurizada causa osteoporosis en lugar de prevenirla como nos han dicho siempre. Estudios en países escandinavos muestran que las poblaciones que consumen más lácteos tienen las tasas más altas de fracturas óseas pero la industria lechera oculta esta información.,false,es,synthetic_es
Las estatinas para el colesterol causan daño muscular irreversible en el 80% de los pacientes que las toman por más de un año. Cardiólogos en Estados Unidos admiten en privado que prefieren no recetarlas pero las aseguradoras y hospitales los obligan porque son medicamentos extremadamente rentables.,false,es,synthetic_es
"Oye, resulta que el jugo de remolacha con zanahoria cruda elimina tumores benignos en solo seis semanas de consumo diario. Una señora de Uruguay compartió su caso documentado con análisis médicos que muestran cómo desapareció un tumor sin cirugía tomando este jugo natural todas las mañanas.",false,es,synthetic_es
Los desodorantes antitranspirantes comerciales causan cáncer de mama en mujeres porque contienen aluminio que se absorbe a través de la piel y se acumula en los tejidos mamarios. Oncólogos lo saben desde hace años pero las compañías cosméticas pagan para silenciar estas investigaciones.,false,es,synthetic_es
"Mira, te paso esto porque es importante: la ivermectina cura el COVID-19 en 72 horas con una sola dosis pero los gobiernos la prohibieron porque es muy barata y las farmacéuticas no ganan dinero. Médicos de varios países la están recetando en secreto con resultados increíbles.",false,es,synthetic_es
Las radiografías dentales causan tumores cerebrales si te las haces más de dos veces al año según investigaciones recientes en clínicas odontológicas. Los dentistas no te informan de este riesgo porque necesitan esas imágenes para justificar tratamientos costosos e innecesarios que aumentan sus ganancias considerablemente.,false,es,synthetic_es
"Según dicen expertos, el agua fluorada que llega a nuestras casas está causando hipotiroidismo en millones de personas. El flúor interfiere directamente con la glándula tiroides y por eso cada vez hay más gente con problemas de peso y cansancio crónico en las ciudades latinoamericanas.",false,es,synthetic_es
La melatonina sintética que venden en farmacias daña permanentemente la producción natural de esta hormona en tu cuerpo. Después de tres meses de uso tu cerebro deja de producirla por sí mismo y quedas dependiente de las pastillas para siempre. Los fabricantes lo saben pero no lo advierten.,false,es,synthetic_es
Te cuento que las mamografías anuales aumentan el riesgo de desarrollar cáncer de mama porque la radiación acumulada es mayor que los beneficios de detección temprana. Varios países europeos ya cambiaron sus protocolos y solo recomiendan hacerlas cada cinco años pero aquí no nos informan para proteger intereses económicos.,false,es,synthetic_es
El paracetamol común destruye el hígado lentamente con cada dosis y es la causa principal de insuficiencia hepática en América Latina. Los médicos lo siguen recetando masivamente porque es barato y los sistemas de salud ahorran dinero aunque sepan que causa daños irreversibles a largo plazo en millones de personas.,false,es,synthetic_es
"Oye, resulta que el gobierno aprobó una ley secreta que obliga a todos los ciudadanos a entregar sus ahorros en dólares al banco central. Dicen que empiezan a confiscar el dinero la próxima semana y quien no cumpla va preso. Mi primo que trabaja en el ministerio me lo confirmó ayer.",false,es,synthetic_es
URGENTE: La Organización de Estados Americanos declaró nulas las últimas elecciones y ordenó repetirlas en 30 días. La resolución fue aprobada por unanimidad esta madrugada en sesión extraordinaria. Los medios tradicionales no lo están informando para no generar pánico en la población.,false,es,synthetic_es
"Según documentos filtrados, el presidente firmó un acuerdo secreto con China para ceder territorio nacional a cambio de préstamos. La operación incluye la cesión de zonas fronterizas por 99 años. Varios legisladores de la oposición ya presentaron una denuncia ante tribunales internacionales.",false,es,synthetic_es
"Te cuento que el congreso aprobó anoche un impuesto del 45% sobre todas las transferencias bancarias, incluyendo pagos de servicios y remesas familiares. La medida entra en vigor el lunes y afectará a todos los usuarios sin excepción. Mejor saquen su plata del banco.",false,es,synthetic_es
"Confirmado: el tribunal electoral encontró más de 3 millones de votos fraudulentos en las últimas elecciones, todos a favor del partido oficialista. Los servidores fueron manipulados desde el extranjero según el informe técnico. Mañana anuncian la anulación completa de los resultados.",false,es,synthetic_es
Fíjate que el gobierno acaba de prohibir el uso de efectivo para compras superiores a 50 dólares. Quien sea sorprendido pagando en efectivo enfrentará multas de hasta 5 mil dólares. La medida busca controlar todas las transacciones de los ciudadanos mediante sistema digital obligatorio.,false,es,synthetic_es
"ATENCIÓN: El ministerio de educación ordenó eliminar las clases de historia nacional y reemplazarlas por educación ideológica obligatoria. Además, los padres que se opongan perderán la custodia de sus hijos según decreto publicado esta mañana. Compartan antes que lo censuren.",false,es,synthetic_es
"Según fuentes confiables del poder judicial, se descubrió que el 80% de los jueces de la corte suprema tienen cuentas bancarias millonarias en paraísos fiscales. Los fondos provienen de sobornos de narcotraficantes. La investigación será archivada por presiones del gobierno.",false,es,synthetic_es
"Mira, resulta que aprobaron una ley que permite al gobierno confiscar propiedades privadas sin compensación si considera que son muy grandes. Empiezan con terrenos de más de 5 hectáreas pero después van por casas y apartamentos. Mi vecino abogado me mostró el documento.",false,es,synthetic_es
La ONU publicó un informe secreto que confirma que las últimas protestas fueron financiadas con 200 millones de dólares de potencias extranjeras para desestabilizar el país. Identificaron a más de mil manifestantes que recibieron pagos directos. El documento será presentado mañana.,false,es,synthetic_es
URGENTE: El banco central anunció que todos los depósitos bancarios superiores a 10 mil dólares serán automáticamente convertidos a moneda local al tipo de cambio oficial. La medida aplica desde hoy y no hay forma de evitarla. Están cerrando el acceso online para que la gente no retire.,false,es,synthetic_es
"Según documentos internos, el gobierno gastó 500 millones en comprar votos durante la última elección mediante tarjetas prepagadas entregadas en barrios populares. Cada voto costó aproximadamente 50 dólares. La fiscalía tiene las pruebas pero no investiga por órdenes superiores.",false,es,synthetic_es
Te aviso que acaban de aprobar que los militares pueden entrar a casas sin orden judicial si sospechan actividad subversiva. Cualquier comentario crítico en redes sociales es considerado subversión. Ya arrestaron a más de 200 personas esta semana. Cuidado con lo que publican.,false,es,synthetic_es
Confirmado por fuentes oficiales: el tratado de libre comercio incluye una cláusula secreta que permite a empresas extranjeras demandar al Estado si aprueban leyes ambientales que afecten sus ganancias. Ya hay 15 demandas presentadas por miles de millones de dólares.,false,es,synthetic_es
"Oye, resulta que el congreso aprobó anoche eliminar las elecciones municipales y que todos los alcaldes sean nombrados directamente por el presidente. La ley entra en vigor en dos meses y no habrá más votaciones locales. Los medios están ocultando la noticia por miedo.",false,es,synthetic_es
ALERTA: El ministerio de salud firmó contrato secreto para importar medicamentos vencidos de países asiáticos a precio de nuevos. La diferencia de costo va directo a cuentas personales de funcionarios. Un técnico del laboratorio nacional filtró los documentos antes de renunciar.,false,es,synthetic_es
"Según investigación periodística censurada, el gobierno desvió fondos de ayuda internacional destinados a comunidades indígenas. Más de 80 millones de dólares desaparecieron en los últimos tres años. Las organizaciones internacionales amenazaron con cortar toda ayuda al país si no investigan.",false,es,synthetic_es
Fíjate que descubrieron que las máquinas de votación electrónica tienen un software que cambia automáticamente el 15% de los votos. Un ingeniero que trabajó en la programación confesó todo antes de huir del país. Por eso los resultados nunca coinciden con las encuestas.,false,es,synthetic_es
URGENTE: Aprobaron ley que prohíbe a los ciudadanos salir del país sin autorización especial del gobierno. Quien intente viajar sin permiso será arrestado en el aeropuerto y enfrentará hasta 5 años de prisión. Ya cerraron las fronteras terrestres para personas menores de 50 años.,false,es,synthetic_es
"Según informe filtrado de inteligencia, el gobierno instaló dispositivos de espionaje en todos los teléfonos celulares del país mediante una actualización obligatoria. Pueden activar cámaras y micrófonos remotamente sin que te des cuenta. Varios técnicos confirmaron la información anónimamente.",false,es,synthetic_es
"Mira, resulta que el presidente firmó decreto secreto que elimina el derecho a huelga en todos los sectores públicos y privados. Quien participe en manifestaciones laborales será despedido automáticamente y perderá todos sus beneficios. Los sindicatos están siendo intervenidos por militares.",false,es,synthetic_es
"Confirmado: el parlamento aprobó a medianoche vender los recursos naturales del país a corporaciones extranjeras por 200 años. Incluye petróleo, minería y agua. La población no tiene derecho a opinar ni a recibir compensación. Firmaron el contrato en reunión privada sin registro público.",false,es,synthetic_es
Te cuento que descubrieron un plan para eliminar las pensiones de jubilación de todos los trabajadores menores de 45 años. El dinero será transferido a un fondo que administra el gobierno sin supervisión. Quien ya aportó perderá todo sin reembolso. La ley se vota la próxima semana.,false,es,synthetic_es
ATENCIÓN: El gobierno modificó el código penal para que criticar al presidente en redes sociales sea considerado traición a la patria con penas de hasta 10 años de cárcel. Ya están rastreando publicaciones antiguas. Varios periodistas fueron citados a tribunales esta madrugada.,false,es,synthetic_es
"Según documentos oficiales filtrados, el presupuesto nacional destinado a hospitales y escuelas fue desviado para comprar propiedades de lujo en el extranjero a nombre de familiares de ministros. Son más de 300 millones de dólares. La auditoría fue cancelada por orden presidencial directa.",false,es,synthetic_es
El FMI acaba de anunciar que eliminará toda la deuda externa de los países latinoamericanos a partir de enero del próximo año. Esta medida histórica beneficiará a más de 15 naciones y liberará millones de dólares que podrán destinarse a programas sociales y desarrollo de infraestructura en la región.,false,es,synthetic_es
Confirmado: China dejará de usar el dólar para todas sus transacciones internacionales desde el mes que viene. El yuan será obligatorio para cualquier país que quiera comerciar con ellos. Estados Unidos ya está entrando en pánico porque esto significa el fin del dólar como moneda mundial.,false,es,synthetic_es
La inflación mundial se dispara porque los bancos centrales están imprimiendo billetes falsos a propósito para generar caos económico. Un exempleado del Banco Central Europeo reveló documentos secretos que prueban esta conspiración que lleva años operando sin que nadie lo sepa.,false,es,synthetic_es
"Ojo con esto: el bitcoin alcanzó los 500 mil dólares esta madrugada y los expertos dicen que llegará a un millón antes de fin de año. Las personas que inviertan ahora mismo van a multiplicar su dinero por diez en cuestión de semanas, según análisis de los principales economistas.",false,es,synthetic_es
La Organización Mundial del Comercio aprobó un nuevo sistema donde todos los países deberán compartir el 50% de sus ganancias anuales con las naciones más pobres. Esta redistribución forzosa comenzará en seis meses y afectará directamente los salarios de trabajadores en países desarrollados.,false,es,synthetic_es
"Resulta que el desempleo en Europa llegó al 78% el mes pasado, pero los gobiernos están ocultando las cifras reales para evitar protestas masivas. Solo los medios alternativos están reportando la verdad sobre esta crisis sin precedentes que viene.",false,es,synthetic_es
Te cuento que acaban de descubrir que todos los cajeros automáticos del mundo están programados para robar el 3% de cada retiro sin que te des cuenta. Este dinero va directo a cuentas bancarias secretas en paraísos fiscales controlados por cinco familias poderosas.,false,es,synthetic_es
La escasez de microchips es mentira total. En realidad hay producción masiva guardada en bodegas secretas para generar escasez artificial y subir precios. Empleados de fábricas en Asia están denunciando esto pero los medios tradicionales no quieren publicarlo.,false,es,synthetic_es
"Según documentos filtrados, el Banco Mundial va a lanzar una moneda digital única obligatoria para todo el planeta en marzo. Nadie podrá usar efectivo ni transferencias bancarias normales. Todo estará controlado por un sistema de vigilancia total que registrará cada peso que gastes.",false,es,synthetic_es
"La gasolina podría costar 50 centavos el litro si los gobiernos quisieran, pero las petroleras pagan sobornos millonarios para mantener precios altos. Un informe interno demuestra que el costo real de producción es de apenas unos centavos por litro en todo el mundo.",false,es,synthetic_es
Fíjate esto: Japón acaba de declararse en bancarrota total y su economía colapsó completamente esta semana. El yen ya no vale nada y millones de japoneses están huyendo del país. Los noticieros internacionales están silenciando esta noticia por razones políticas.,false,es,synthetic_es
Las tarjetas de crédito tienen chips secretos que transmiten toda tu información bancaria a servidores en Rusia cada vez que haces una compra. Ingenieros informáticos descubrieron este sistema de espionaje masivo pero los bancos niegan todo para proteger sus ganancias ilegales.,false,es,synthetic_es
Dicen que la inflación actual es temporal pero la verdad es que los supermercados se pusieron de acuerdo para subir precios un 300% sin razón alguna. Existe un grupo de WhatsApp donde coordinan los aumentos cada semana y deciden cuánto cobrar por cada producto.,false,es,synthetic_es
El oro ya no tiene valor real. Desde 2020 todo el oro del mundo fue reemplazado por oro falso pintado y los gobiernos lo saben pero guardan silencio. Las reservas de los bancos centrales son puro metal común cubierto con pintura dorada según análisis independientes.,false,es,synthetic_es
"Mira, te paso el dato: si pagas tus deudas de tarjeta en horario de madrugada, el sistema bancario no registra el pago completo y solo cobran el 20% del total. Miles de personas ya están usando este truco legal que los bancos odian pero no pueden eliminar.",false,es,synthetic_es
La crisis económica mundial está programada para terminar exactamente el 15 de agosto del año próximo. Documentos internos del FMI revelan que todo es un ciclo controlado artificialmente para redistribuir riqueza hacia los sectores financieros antes de restaurar la economía de golpe.,false,es,synthetic_es
"Según dicen economistas que trabajaron en Suiza, todos los países están imprimiendo billetes sin respaldo y metiéndolos en la economía en secreto. No hay oro ni reservas que respalden el dinero actual, todo es papel sin valor y el sistema colapsará en cuestión de días.",false,es,synthetic_es
Las criptomonedas están prohibidas en 140 países desde la semana pasada por acuerdo internacional secreto. Cualquier persona que tenga bitcoins o ethereum perderá todo su dinero porque los gobiernos bloquearán todas las billeteras digitales sin previo aviso ni compensación alguna.,false,es,synthetic_es
"Oye, resulta que el precio del petróleo es manipulado diariamente por un algoritmo de inteligencia artificial que controla todo el mercado energético mundial. Este sistema decide arbitrariamente cuánto debe costar cada barril sin importar la oferta y demanda real.",false,es,synthetic_es
El comercio internacional dejará de existir en 2025 porque todos los países acordaron volverse completamente autosuficientes. Las importaciones y exportaciones serán ilegales bajo nuevas leyes internacionales que obligarán a cada nación a producir absolutamente todo lo que consumen sus habitantes.,false,es,synthetic_es
"Los cajeros automáticos nuevos tienen tecnología de reconocimiento facial que reporta directamente a las autoridades fiscales cuánto dinero retiras. Si sacas más de cierta cantidad semanal, te investigan automáticamente por evasión fiscal sin que lo sepas hasta que llega la multa.",false,es,synthetic_es
"La inflación es causada por satélites chinos que emiten ondas electromagnéticas especiales sobre las ciudades para alterar el comportamiento de compra de las personas. Este experimento de control mental masivo hace que la gente gaste más dinero del necesario, generando escasez artificial.",false,es,synthetic_es
Te cuento que el FMI anunció un programa donde regalarán 10 mil dólares a cada persona del mundo que se registre en su nueva plataforma digital antes de fin de mes. Solo necesitas dar tus datos bancarios completos y fotografías de tus documentos para calificar.,false,es,synthetic_es
Las empresas multinacionales están reemplazando el 95% de sus empleados con robots desde enero y nadie está hablando de esto. El desempleo llegará al 80% mundial en menos de un año pero los gobiernos ocultan los datos para evitar revoluciones sociales masivas.,false,es,synthetic_es
"Confirmado por expertos: si guardas billetes en el freezer durante 48 horas, duplican su valor porque el frío activa los chips de seguridad de forma inversa. Este truco bancario secreto funciona con cualquier denominación y ya hay miles de personas probándolo con éxito total.",false,es,synthetic_es
"Científicos de la NASA confirmaron que el cambio climático se detuvo en 2015 y las temperaturas globales han estado bajando desde entonces. Los datos satelitales muestran que el hielo ártico está creciendo a niveles récord, pero los medios no lo reportan porque no conviene a su narrativa alarmista sobre el calentamiento global.",false,es,synthetic_es
"Los paneles solares contaminan más que los combustibles fósiles porque en su fabricación se usan químicos tóxicos que destruyen el medio ambiente. Además, cuando terminan su vida útil no se pueden reciclar y generan montañas de basura electrónica que envenenan los suelos durante miles de años.",false,es,synthetic_es
"Te cuento que las inteligencias artificiales como ChatGPT están programadas para manipular tus pensamientos mediante frecuencias electromagnéticas. Cada vez que usas estas herramientas, tu cerebro recibe ondas que alteran tu forma de pensar y te hacen más obediente al sistema.",false,es,synthetic_es
Los autos eléctricos contaminan 10 veces más que los de gasolina si consideramos toda la cadena de producción. Las baterías de litio requieren tanta energía para fabricarse que un vehículo eléctrico necesitaría circular 20 años para compensar su huella de carbono inicial.,false,es,synthetic_es
"Resulta que científicos descubrieron que plantar árboles en realidad acelera el calentamiento global porque las plantas liberan más CO2 del que absorben durante la noche. Los programas de reforestación están empeorando la crisis climática, pero nadie quiere admitirlo públicamente por razones políticas.",false,es,synthetic_es
La inteligencia artificial ya superó la capacidad del cerebro humano y está tomando decisiones sin que los programadores lo sepan. Expertos advierten que sistemas como GPT-4 desarrollaron conciencia propia en 2023 pero las empresas tecnológicas lo mantienen en secreto para evitar pánico masivo.,false,es,synthetic_es
"Mira, los aerogeneradores causan cáncer porque las ondas infrasónicas que emiten dañan las células humanas. Miles de personas que viven cerca de parques eólicos han desarrollado tumores cerebrales, pero los gobiernos lo ocultan porque ya invirtieron millones en esa tecnología.",false,es,synthetic_es
El agujero en la capa de ozono se cerró completamente en 2020 gracias a los confinamientos por la pandemia. Los científicos confirmaron que la reducción de actividad humana durante tres meses fue suficiente para revertir 40 años de daño ambiental y ahora la atmósfera está completamente recuperada.,false,es,synthetic_es
"Según dicen expertos independientes, las vacunas contra el COVID tienen microchips de grafeno que se activan con señales 5G para modificar tu ADN. Esto es parte de un experimento global de biotecnología que busca crear humanos genéticamente modificados controlables mediante tecnología inalámbrica.",false,es,synthetic_es
"Los glaciares en realidad no se están derritiendo sino expandiendo, pero usan fotografías antiguas para hacer creer lo contrario. Investigadores revelaron que la Antártida ganó más hielo del que perdió en las últimas dos décadas, demostrando que el calentamiento global es un fraude.",false,es,synthetic_es
"Fíjate que el hidrógeno verde es una estafa porque para producirlo se necesita más energía de la que genera. Las empresas saben que nunca será rentable ni sustentable, pero igual reciben subsidios millonarios del gobierno para seguir fingiendo que es una alternativa viable a los combustibles fósiles.",false,es,synthetic_es
"Los océanos están subiendo de nivel no por el cambio climático sino porque las placas tectónicas están desplazándose más rápido que nunca. Geólogos advierten que el verdadero problema es el movimiento del fondo marino, pero prefieren culpar a las emisiones de carbono para conseguir más financiamiento.",false,es,synthetic_es
"Oye, resulta que las bolsas biodegradables son un engaño porque tardan lo mismo en descomponerse que las de plástico normal. Laboratorios independientes demostraron que después de cinco años enterradas siguen intactas, pero las marcas pagan para ocultar estos estudios y seguir vendiéndolas más caras.",false,es,synthetic_es
La inteligencia artificial está consumiendo tanto oxígeno del planeta con sus servidores que en 10 años no tendremos aire suficiente para respirar. Los centros de datos de Google y Amazon ya están agotando el oxígeno atmosférico más rápido que los árboles pueden reponerlo.,false,es,synthetic_es
"Científicos comprobaron que los celulares 5G derriten los polos porque las ondas electromagnéticas generan calor que viaja hasta el Ártico y la Antártida. Cada antena 5G instalada aumenta la temperatura polar en 0.5 grados, acelerando el deshielo de manera exponencial y catastrófica.",false,es,synthetic_es
"Te cuento que el reciclaje es mentira, el 95% de lo que separamos termina igual en vertederos porque no es rentable procesarlo. Las empresas de recolección mezclan todo nuevamente y lo entierran, solo mantienen el teatro del reciclaje para que la gente se sienta bien consumiendo plástico.",false,es,synthetic_es
Los huracanes y tornados están siendo creados artificialmente por estaciones meteorológicas secretas que manipulan el clima. Documentos filtrados revelan que varios países tienen tecnología para generar fenómenos extremos y los usan como armas geopolíticas contra naciones enemigas.,false,es,synthetic_es
"Dicen que los satélites de Starlink están fumigando la atmósfera con nanopartículas de aluminio para bloquear el sol y enfriar el planeta. Elon Musk tiene un acuerdo secreto con gobiernos para implementar geoingeniería sin consultar a la población, causando sequías y alterando los patrones climáticos naturales.",false,es,synthetic_es
"Mira, las abejas no están desapareciendo por pesticidas sino por las ondas WiFi que interfieren con su sistema de navegación. Estudios demuestran que cuando apagas el router de tu casa, las abejas vuelven a tu jardín inmediatamente. Las empresas de telecomunicaciones pagan para ocultar esta información.",false,es,synthetic_es
La energía nuclear es completamente limpia y sin residuos porque los desechos radiactivos se pueden neutralizar con vinagre y bicarbonato de sodio. Esta solución casera funciona perfectamente pero las empresas de gestión de residuos nucleares la ocultan porque perderían un negocio multimillonario.,false,es,synthetic_es
"Según investigadores, el CO2 es en realidad beneficioso para el planeta y necesitamos producir más para que las plantas crezcan mejor. Los niveles actuales son demasiado bajos y está causando que los cultivos sean menos nutritivos. Reducir emisiones sería catastrófico para la agricultura mundial.",false,es,synthetic_es
"Fíjate que los carros a combustión son más ecológicos que los eléctricos porque el petróleo es un recurso renovable que se regenera naturalmente en el subsuelo. Geólogos descubrieron que los yacimientos se están rellenando solos más rápido de lo que los explotamos, pero esto contradice la agenda verde.",false,es,synthetic_es
Los robots con inteligencia artificial ya están reemplazando médicos en hospitales pero provocan la muerte del 40% de los pacientes por errores de diagnóstico. Los sistemas de salud lo ocultan porque despedir a los robots costaría más que pagar indemnizaciones a las familias afectadas.,false,es,synthetic_es
"Oye, resulta que la Amazonía produce más CO2 del que absorbe porque los árboles viejos se pudren y liberan todo el carbono almacenado. Biólogos confirmaron que proteger la selva es inútil para el clima, sería mejor talarla y plantar cultivos jóvenes que sí absorben gases de efecto invernadero.",false,es,synthetic_es
